station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Latimer Road,,,3.0,3.0,3.0,,1.0,0.0,,5.0,1.0,0.0,0.0,16.0,1.0,22.0,5.0,1.0,,8.0,1.0,,,0.0,1.0,1.0,2.0,5.0,1.0,,15.0,2.0,1.0,0.0,,1.0,0.0,,2.0,,1.0,,,,,0.0,,,1.0,,,,4.0,5.0,10.0,3.0,2.0,,0.0,,,,1.0,8.0,5.0,0.0,,,,3.0,0.0,1.0,,,1.0,1.0,,,1.0,0.0,3.0,,,0.0,,,,,,0.0,,,,,,,1.0,3.0,1.0,9.0,1.0,1.0,1.0,,2.0,0.0,0.0,12.0,,3.0,,,6.0,,,0.0,,7.0,,11.0,1.0,3.0,,3.0,,,5.0,,0.0,,6.0,1.0,5.0,,,,,8.0,15.0,0.0,,5.0,,,,,,50.0,,,1.0,,,,,1.0,,0.0,,0.0,0.0,1.0,1.0,,0.0,6.0,,10.0,0.0,,11.0,,1.0,,,,0.0,0.0,0.0,,2.0,,,,,1.0,,,,2.0,,,1.0,1.0,,,,18.0,,5.0,56.0,1.0,,,,6.0,,0.0,,1.0,,,18.0,10.0,,,,2.0,1.0,,4.0,5.0,,,1.0,0.0,,9.0,0.0,,,0.0,,,,2.0,,2.0,,,1.0,0.0,1.0,,0.0,,6.0,0.0,7.0,0.0,1.0,26.0,37.0,,3.0,,,0.0,9.0,3.0,0.0,0.0,,,0.0,,,2.0,,,0.0,,6.0,0.0,,,4.0,3.0,0.0,,,,,5.0,,,0.0,,4.0,,3.0,,,,8.0,,,6.0,,,1.0,,0.0,12.0,,,0.0,,,,,1.0,0.0,5.0,,7.0,4.0,6.0,2.0,,0.0,,1.0,1.0,,,9.0,,,0.0,0.0,,2.0,,4.0,,,0.0,1.0,12.0,1.0,0.0,,3.0,0.0,,3.0,0.0,,,,,1.0,1.0,6.0,15.0,1.0,,,,,,10.0,,10.0,0.0,,,,2.0,0.0,7.0,,0.0,1.0,4.0,0.0,,4.0,0.0,,14.0,,8.0,,,6.0,1.0,,2.0,,1.0,56.0,,0.0,,0.0,,851.0
Leicester Square,,,0.0,3.0,2.0,,0.0,0.0,,4.0,1.0,0.0,0.0,8.0,1.0,24.0,3.0,0.0,0.0,1.0,0.0,,,0.0,1.0,1.0,1.0,9.0,0.0,,20.0,2.0,0.0,0.0,,0.0,0.0,,1.0,,0.0,,,,0.0,0.0,,,1.0,,,,3.0,4.0,6.0,2.0,3.0,,0.0,,,0.0,1.0,20.0,54.0,0.0,,0.0,,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,0.0,51.0,,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,,4.0,0.0,,35.0,,,0.0,13.0,4.0,0.0,7.0,0.0,1.0,,2.0,,,1.0,,0.0,,2.0,0.0,0.0,14.0,,,0.0,3.0,45.0,0.0,,1.0,,,,,0.0,3.0,1.0,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,2.0,,6.0,0.0,0.0,48.0,1.0,1.0,,,0.0,0.0,0.0,0.0,,4.0,0.0,,,,1.0,0.0,,1.0,1.0,,0.0,0.0,0.0,,0.0,,19.0,0.0,6.0,1.0,2.0,1.0,,0.0,,,0.0,,0.0,,,15.0,12.0,,,0.0,0.0,0.0,,5.0,5.0,,2.0,1.0,0.0,0.0,8.0,0.0,2.0,,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,4.0,0.0,1.0,55.0,5.0,0.0,1.0,,,0.0,119.0,3.0,0.0,0.0,,,0.0,,,1.0,0.0,,0.0,1.0,0.0,0.0,,0.0,4.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,8.0,,1.0,,,2.0,0.0,,,4.0,0.0,,0.0,,0.0,6.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,9.0,,12.0,1.0,9.0,0.0,,0.0,,1.0,1.0,,0.0,4.0,,,0.0,0.0,,1.0,,10.0,,0.0,0.0,1.0,85.0,0.0,0.0,,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,21.0,0.0,,,0.0,,,19.0,0.0,27.0,0.0,,,0.0,1.0,0.0,2.0,,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,,20.0,1.0,,4.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,972.0
Lewisham,15.0,,,,,31.0,,,,,,,,,,931.0,,,,,,12.0,4.0,,,,,,,42.0,,,,,40.0,,,,,,,,,,,,,,,,,,,,1710.0,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,,,,32.0,336.0,24.0,,,,,,,508.0,32.0,,,,,,,,75.0,,,,,,,,552.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,355.0,,,,,,,,,,,,,,,,,,,,,,,319.0,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,,,,,22.0,,,,,,,90.0,,,,,,,,121.0,,,48.0,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,81.0,,27.0,19.0,,,,,,,,,,,,,,,,23.0,,32.0,,,,,,,205.0,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,42.0,,,,,710.0,,39.0,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,34.0,,,33.0,,74.0,,,,,,,,,,,,,,,,7868.0
Leyton,,,5.0,52.0,65.0,,2.0,,,41.0,9.0,3.0,3.0,48.0,12.0,296.0,54.0,46.0,4.0,9.0,,,,4.0,10.0,22.0,52.0,55.0,,,64.0,21.0,2.0,4.0,,25.0,2.0,,18.0,,36.0,,,,4.0,2.0,,,10.0,,,,25.0,102.0,325.0,178.0,33.0,,1.0,,,,7.0,67.0,32.0,,,2.0,,4.0,,9.0,,,6.0,6.0,,,5.0,3.0,22.0,,,,,,,,4.0,7.0,,,7.0,,,,3.0,9.0,3.0,19.0,5.0,5.0,26.0,,5.0,1.0,2.0,24.0,,33.0,2.0,,44.0,,,3.0,61.0,34.0,2.0,113.0,5.0,12.0,,35.0,,,12.0,,13.0,,17.0,6.0,,28.0,,,1.0,29.0,78.0,3.0,,10.0,,,,,4.0,35.0,8.0,,4.0,5.0,,,3.0,6.0,,2.0,,1.0,1.0,3.0,5.0,,2.0,16.0,,127.0,4.0,1.0,83.0,8.0,10.0,,,2.0,2.0,2.0,1.0,,11.0,,,,,8.0,,,,14.0,,,2.0,8.0,,4.0,,114.0,3.0,24.0,8.0,9.0,8.0,,4.0,37.0,,,,168.0,,,276.0,126.0,,,7.0,4.0,9.0,,47.0,23.0,,17.0,69.0,2.0,,128.0,4.0,15.0,,3.0,,,8.0,8.0,,62.0,1.0,1.0,2.0,2.0,4.0,2.0,,,17.0,2.0,82.0,1.0,13.0,119.0,52.0,,8.0,,,2.0,50.0,20.0,,28.0,,,1.0,,,7.0,8.0,,1.0,8.0,6.0,1.0,,8.0,15.0,9.0,,2.0,,,,4.0,,,,,25.0,,38.0,,,24.0,,,,28.0,25.0,,2.0,,,41.0,,,1.0,,4.0,22.0,,4.0,3.0,49.0,,48.0,15.0,68.0,,,2.0,,32.0,8.0,,2.0,1674.0,,,,1.0,,10.0,,35.0,,1.0,5.0,12.0,68.0,,1.0,,59.0,3.0,,5.0,6.0,4.0,2.0,5.0,,28.0,5.0,44.0,91.0,,,,22.0,,,60.0,5.0,86.0,,,,4.0,12.0,2.0,17.0,,,131.0,19.0,,,5.0,0.0,,6.0,,57.0,15.0,,143.0,4.0,11.0,11.0,2.0,10.0,,,14.0,,2.0,,7647.0
Leyton Midland Road,,4.0,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,135.0,,,,,,,,,,,,,6.0,6.0,,,,3.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,7.0,,,,,,,,11.0,,,,,,,,,,,,,18.0,,,,,,13.0,,,,,,,,21.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,10.0,,3.0,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,28.0,,,13.0,,,4.0,,,,,,,,18.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,12.0,,,,,,153.0,,,31.0,,,,,,,,5.0,,,,,,,30.0,,,,,,,,,,12.0,,,17.0,,,,,,,13.0,,,851.0
Leytonstone,,,6.0,48.0,58.0,,,,,39.0,9.0,4.0,,48.0,12.0,276.0,51.0,42.0,6.0,9.0,,,,4.0,10.0,20.0,45.0,53.0,,,63.0,20.0,2.0,4.0,,20.0,2.0,,18.0,,28.0,,,,6.0,2.0,,,10.0,,,,25.0,96.0,287.0,144.0,30.0,,2.0,,,,7.0,64.0,31.0,,,3.0,,5.0,,9.0,,,6.0,7.0,,,6.0,3.0,22.0,,,,,,,,4.0,7.0,,,9.0,,,,3.0,9.0,,19.0,5.0,5.0,23.0,,6.0,,2.0,24.0,,32.0,2.0,,43.0,,,3.0,60.0,34.0,4.0,107.0,6.0,12.0,,34.0,,,12.0,,23.0,,17.0,7.0,,27.0,,,2.0,28.0,78.0,3.0,,11.0,,,,,5.0,36.0,8.0,,4.0,5.0,,,3.0,6.0,,2.0,,1.0,2.0,3.0,6.0,,2.0,17.0,,118.0,4.0,,81.0,8.0,10.0,,,2.0,2.0,2.0,1.0,,11.0,,,,,8.0,2.0,,,14.0,,,2.0,8.0,,4.0,,110.0,3.0,24.0,8.0,9.0,8.0,,4.0,36.0,,160.0,,,,,252.0,119.0,,,10.0,4.0,9.0,,44.0,23.0,,17.0,54.0,2.0,,118.0,4.0,15.0,,3.0,,,12.0,8.0,,54.0,,,2.0,2.0,4.0,2.0,,,17.0,2.0,77.0,1.0,13.0,118.0,52.0,,9.0,,,2.0,49.0,20.0,1.0,21.0,,,2.0,,,8.0,8.0,,1.0,8.0,6.0,,,17.0,15.0,10.0,,3.0,,,,4.0,,,,,25.0,,38.0,,,25.0,,,,28.0,72.0,,2.0,,,41.0,,,1.0,,4.0,46.0,,4.0,4.0,47.0,,48.0,15.0,65.0,3.0,,2.0,,26.0,8.0,,3.0,898.0,,,,,,10.0,,34.0,,1.0,5.0,12.0,66.0,,,,54.0,3.0,,5.0,6.0,4.0,3.0,5.0,,23.0,5.0,44.0,90.0,,,,62.0,,,59.0,6.0,83.0,2.0,,,4.0,13.0,2.0,17.0,,,93.0,19.0,,,5.0,1.0,,6.0,,56.0,16.0,,124.0,4.0,11.0,12.0,,10.0,,,24.0,,2.0,,6690.0
Leytonstone High Road,,3.0,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,73.0,,,,,,,,,,,,,4.0,,,,,2.0,,,,,18.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,6.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,5.0,,,,,,,,8.0,,,,,,,,,,,,,13.0,,,,,,10.0,12.0,8.0,,,,,,15.0,,6.0,,8.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,6.0,,,7.0,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,12.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,63.0,,,48.0,,,,,,,,,,,,,,,22.0,,,,,,,,,,8.0,,,13.0,,,,,,,16.0,,,622.0
Limehouse,7.0,,,,,29.0,,,,,,,,,,930.0,,,,,,4.0,2.0,,,,,,,40.0,,,,,23.0,,,,,,,,,,,,,,,,,,,,1695.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,16.0,29.0,9.0,,,,,,,12.0,20.0,,,,,,,,61.0,,,,,,,,4.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,233.0,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,9.0,,,,,,,70.0,,,21.0,,,,,,,,20.0,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,107.0,,13.0,10.0,,,,,,,,,,,,,,,,10.0,,17.0,,,,,,,630.0,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,22.0,,,,,315.0,11.0,16.0,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,47.0,,,16.0,,209.0,,,,,,,,,,,,,,,23.0,5349.0
Liverpool Street,,,8.0,1243.0,860.0,,2.0,0.0,,214.0,18.0,4.0,6.0,128.0,22.0,6005.0,769.0,26.0,1.0,16.0,6.0,,,2.0,21.0,70.0,171.0,398.0,15.0,,180.0,143.0,3.0,5.0,,25.0,3.0,2.0,40.0,,25.0,,,3.0,1.0,3.0,1.0,,28.0,,19.0,,70.0,217.0,354.0,86.0,446.0,,2.0,,3.0,1.0,17.0,354.0,122.0,0.0,0.0,1.0,1.0,6.0,1.0,20.0,,,15.0,13.0,7.0,1.0,8.0,5.0,84.0,,,1.0,,,,,3.0,4.0,,18.0,3.0,,,,5.0,12.0,4.0,36.0,7.0,7.0,13.0,,9.0,1.0,3.0,57.0,4.0,160.0,1.0,,183.0,,3.0,1.0,213.0,115.0,1.0,1086.0,8.0,22.0,,51.0,8.0,,21.0,,3.0,1.0,35.0,11.0,3.0,89.0,3.0,,0.0,86.0,232.0,3.0,,15.0,,17.0,12.0,,1.0,59.0,16.0,,5.0,8.0,2.0,,3.0,7.0,,2.0,,1.0,2.0,4.0,8.0,,3.0,31.0,2.0,188.0,7.0,1.0,370.0,15.0,23.0,14.0,,1.0,2.0,2.0,1.0,,30.0,1.0,9.0,,,31.0,4.0,,13.0,33.0,,2.0,3.0,12.0,,7.0,,483.0,3.0,60.0,14.0,34.0,19.0,,8.0,129.0,,13.0,3.0,12.0,,,,1109.0,,21.0,2.0,8.0,12.0,4.0,512.0,60.0,5.0,43.0,74.0,3.0,1.0,5879.0,6.0,45.0,,4.0,,,3.0,11.0,2.0,45.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,,34.0,2.0,1004.0,2.0,43.0,368.0,113.0,5.0,14.0,,,2.0,170.0,49.0,1.0,12.0,,,2.0,,,12.0,14.0,,2.0,17.0,9.0,1.0,5.0,2.0,40.0,12.0,2.0,1.0,6.0,,,9.0,,1.0,1.0,1.0,93.0,3.0,52.0,,2.0,43.0,3.0,,5.0,68.0,4.0,,3.0,,1.0,89.0,1.0,,1.0,,6.0,4.0,2.0,6.0,4.0,256.0,2.0,155.0,31.0,617.0,4.0,5.0,3.0,,64.0,22.0,7.0,4.0,301.0,,,1.0,1.0,,19.0,,185.0,1.0,0.0,8.0,20.0,248.0,18.0,1.0,,590.0,7.0,2.0,7.0,7.0,3.0,2.0,3.0,,13.0,5.0,98.0,257.0,28.0,,,3.0,,,186.0,11.0,379.0,1.0,,,5.0,16.0,2.0,31.0,,1.0,49.0,30.0,1.0,,9.0,1.0,,11.0,,205.0,25.0,4.0,639.0,5.0,17.0,15.0,3.0,11.0,9.0,3.0,4.0,,3.0,,31476.0
London Bridge,,,11.0,332.0,296.0,,3.0,0.0,,165.0,18.0,4.0,6.0,152.0,35.0,6979.0,366.0,28.0,1.0,25.0,8.0,,,3.0,22.0,192.0,105.0,482.0,15.0,,262.0,1237.0,4.0,5.0,,21.0,3.0,,69.0,,22.0,,,,1.0,3.0,,,27.0,,,,67.0,482.0,484.0,105.0,528.0,,2.0,,,1.0,17.0,432.0,233.0,0.0,,1.0,,9.0,1.0,34.0,,,27.0,21.0,,1.0,9.0,7.0,115.0,,,1.0,,,,,3.0,5.0,,,3.0,,,,6.0,16.0,5.0,58.0,10.0,8.0,14.0,,13.0,1.0,3.0,68.0,,594.0,1.0,,367.0,,,1.0,190.0,104.0,1.0,639.0,9.0,27.0,,52.0,,,33.0,,3.0,,57.0,12.0,4.0,118.0,,,0.0,81.0,415.0,4.0,,21.0,,,,,2.0,89.0,17.0,,7.0,9.0,,,4.0,9.0,,3.0,,2.0,2.0,5.0,9.0,,3.0,49.0,,183.0,7.0,1.0,453.0,20.0,23.0,,,2.0,3.0,3.0,2.0,,52.0,1.0,,,,84.0,4.0,,20.0,33.0,,3.0,5.0,14.0,,8.0,,403.0,4.0,99.0,16.0,85.0,26.0,,9.0,228.0,,12.0,,12.0,,,2390.0,,,,3.0,10.0,13.0,,612.0,86.0,,52.0,59.0,4.0,1.0,1247.0,8.0,42.0,,5.0,,,3.0,15.0,2.0,60.0,1.0,2.0,4.0,3.0,6.0,3.0,2.0,,47.0,2.0,517.0,2.0,97.0,545.0,136.0,7.0,21.0,,,3.0,305.0,86.0,1.0,11.0,,,2.0,,,18.0,15.0,,2.0,23.0,14.0,2.0,,2.0,58.0,17.0,2.0,1.0,,,,10.0,,1.0,1.0,1.0,115.0,,51.0,,,59.0,4.0,,,123.0,4.0,,4.0,,1.0,151.0,1.0,,1.0,,9.0,5.0,,8.0,4.0,1107.0,,334.0,37.0,742.0,7.0,,3.0,,45.0,43.0,,4.0,277.0,,,1.0,1.0,,23.0,,225.0,,0.0,13.0,30.0,333.0,19.0,2.0,,515.0,7.0,,10.0,8.0,3.0,2.0,3.0,,13.0,6.0,172.0,505.0,28.0,,,3.0,,,218.0,13.0,1122.0,2.0,,,6.0,19.0,3.0,48.0,,1.0,46.0,37.0,1.0,,15.0,1.0,,13.0,,484.0,34.0,,359.0,6.0,20.0,21.0,4.0,13.0,11.0,,4.0,,4.0,,32598.0
London City Airport,7.0,,,,,7.0,,,,,,,,,,194.0,,,,,,4.0,,,,,,,,14.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,317.0,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,16.0,12.0,,,,,,,,6.0,7.0,,,,,,,,29.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,130.0,,,,,,,21.0,,,11.0,,,,,26.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,19.0,,13.0,5.0,,,,,,,,,,,,,,,,10.0,,18.0,,,,,,,43.0,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,23.0,,,,,276.0,11.0,14.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,7.0,,,63.0,,16.0,,,,,,,,,,,,,,,98.0,2028.0
London Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,60.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,72.0,,,,,,6.0,,,,,,,,,,,,,,2.0,,,,3.0,,,,,7.0,,,,,15.0,,195.0,,,,,6.0,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,4.0,,,,,1090.0
Loughton,,,,20.0,23.0,,,,,18.0,5.0,,1.0,25.0,7.0,119.0,22.0,18.0,3.0,6.0,,,,2.0,5.0,9.0,16.0,24.0,,,33.0,9.0,,,,6.0,,,10.0,,8.0,,,,31.0,,,,,,,,13.0,42.0,110.0,46.0,13.0,,,,,,4.0,30.0,15.0,,,3.0,,,,5.0,,,3.0,4.0,,,4.0,2.0,11.0,,,,,,,,2.0,3.0,,,76.0,,,,,6.0,,11.0,3.0,,9.0,,4.0,,1.0,13.0,,15.0,1.0,,21.0,,,8.0,30.0,17.0,2.0,48.0,4.0,,,16.0,,,7.0,,5.0,,10.0,4.0,,14.0,,,2.0,14.0,40.0,2.0,,7.0,,,,,5.0,22.0,5.0,,3.0,,,,,,,,,,1.0,2.0,4.0,,,9.0,,50.0,2.0,,39.0,4.0,5.0,,,1.0,,1.0,,,6.0,,,,,4.0,,,,8.0,,,2.0,4.0,,,,53.0,,13.0,4.0,,5.0,,,18.0,,13.0,,20.0,,,104.0,54.0,,,,3.0,4.0,,,12.0,,9.0,16.0,,,50.0,3.0,7.0,,,,,5.0,5.0,,20.0,,,,1.0,,,,,10.0,,34.0,,7.0,60.0,29.0,,5.0,,,,25.0,11.0,,6.0,,,,,,5.0,5.0,,,4.0,,,,2.0,8.0,6.0,,3.0,,,,,,,,,12.0,,,,,14.0,,,,15.0,10.0,,,,,23.0,,,,,3.0,17.0,,,,22.0,,24.0,8.0,29.0,,,,,9.0,4.0,,2.0,170.0,,,,,,6.0,,16.0,,4.0,3.0,7.0,33.0,,,,22.0,,,,,2.0,,2.0,,8.0,4.0,24.0,47.0,,,,5.0,,,30.0,,40.0,,,,2.0,8.0,,10.0,,,24.0,11.0,,,,,,,,28.0,9.0,,45.0,2.0,,7.0,,5.0,,,25.0,,,,2727.0
