station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Highams Park,,9.0,,,,,,,,,,,,,,,,82.0,,,,,,,,,82.0,,,,,,,,,,,,,7.0,,,,14.0,,,5.0,,,31.0,15.0,51.0,,,,,,18.0,,,,,,,,,2.0,,37.0,,,,,35.0,,,21.0,,,,,,13.0,,,,,,,,,33.0,,,,,,,,,,,,,,,,,19.0,,,,,,14.0,,,,,,,,25.0,,,,,,,,,,,,,36.0,,,,,,36.0,,29.0,19.0,20.0,,,,43.0,,19.0,,20.0,11.0,,,,,,,,,,,,,264.0,,,,,,28.0,,,,,,30.0,,,,19.0,,,,19.0,22.0,,21.0,,8.0,,,,,,,,,,,,,,,,,,13.0,,488.0,,,25.0,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,17.0,,,,,,,,,,16.0,,388.0,,,,,15.0,,,,,,,,,,,,,,9.0,,,,,,22.0,,,,,289.0,,,,13.0,,,,,,,,14.0,,,47.0,,,,66.0,,,,,,,,,,20.0,167.0,,40.0,,,,,63.0,,8.0,,,2939.0
Highbury & Islington,,10.0,19.0,135.0,132.0,,6.0,1.0,2.0,258.0,43.0,16.0,29.0,302.0,34.0,846.0,214.0,53.0,3.0,35.0,15.0,,,5.0,51.0,48.0,72.0,156.0,53.0,,346.0,59.0,8.0,19.0,,24.0,8.0,,52.0,8.0,27.0,17.0,19.0,,3.0,8.0,,3.0,74.0,384.0,11.0,214.0,165.0,207.0,404.0,139.0,92.0,187.0,5.0,3.0,,3.0,41.0,332.0,151.0,1.0,,2.0,4.0,16.0,4.0,25.0,12.0,42.0,18.0,18.0,8.0,4.0,21.0,9.0,124.0,,,2.0,5.0,,,,,10.0,103.0,163.0,7.0,26.0,,,15.0,32.0,9.0,75.0,18.0,19.0,25.0,,20.0,4.0,8.0,136.0,,94.0,,,190.0,,,4.0,495.0,268.0,2.0,524.0,22.0,58.0,38.0,424.0,,8.0,46.0,,8.0,,68.0,29.0,7.0,178.0,,72.0,1.0,201.0,384.0,9.0,,36.0,112.0,,39.0,71.0,4.0,132.0,40.0,76.0,14.0,21.0,,,10.0,22.0,1.0,7.0,3.0,4.0,5.0,11.0,23.0,,9.0,67.0,6.0,,17.0,3.0,505.0,33.0,84.0,73.0,5.0,,5.0,6.0,3.0,88.0,53.0,2.0,,25.0,,25.0,10.0,23.0,29.0,80.0,62.0,7.0,8.0,36.0,,17.0,,1136.0,11.0,109.0,34.0,32.0,39.0,,19.0,198.0,,26.0,,26.0,,,739.0,351.0,,15.0,6.0,21.0,76.0,,131.0,119.0,,103.0,61.0,9.0,4.0,397.0,11.0,104.0,,12.0,16.0,19.0,6.0,29.0,4.0,61.0,2.0,5.0,8.0,6.0,16.0,7.0,4.0,4.0,75.0,7.0,302.0,5.0,40.0,685.0,275.0,12.0,31.0,15.0,2.0,6.0,256.0,79.0,3.0,19.0,,,6.0,,,27.0,36.0,12.0,5.0,36.0,22.0,4.0,7.0,4.0,82.0,32.0,5.0,2.0,,9.0,,21.0,,2.0,2.0,4.0,200.0,,207.0,119.0,,100.0,8.0,179.0,,110.0,8.0,11.0,7.0,,4.0,171.0,3.0,,3.0,,12.0,10.0,,14.0,15.0,152.0,5.0,189.0,75.0,240.0,10.0,13.0,8.0,,41.0,25.0,,10.0,557.0,,,3.0,,19.0,47.0,6.0,121.0,,1.0,14.0,34.0,373.0,70.0,4.0,,132.0,17.0,,17.0,34.0,,,,27.0,24.0,18.0,164.0,376.0,69.0,,,7.0,,24.0,434.0,27.0,316.0,5.0,5.0,,14.0,49.0,6.0,65.0,13.0,2.0,75.0,96.0,2.0,,20.0,2.0,,26.0,,230.0,60.0,,274.0,16.0,46.0,38.0,7.0,53.0,24.0,,9.0,,9.0,,23714.0
Highgate,,,6.0,29.0,28.0,,,,,41.0,83.0,,3.0,56.0,10.0,175.0,39.0,12.0,,10.0,,,,,19.0,11.0,17.0,38.0,9.0,,83.0,13.0,2.0,3.0,,5.0,3.0,,15.0,,6.0,,,,,3.0,,,12.0,,,,61.0,45.0,91.0,29.0,19.0,,,,,,15.0,60.0,34.0,,,,,5.0,,7.0,,,5.0,5.0,,,7.0,3.0,24.0,,,,,,,,,2.0,,,2.0,,,,3.0,10.0,,21.0,5.0,49.0,5.0,,6.0,,3.0,28.0,,24.0,,,43.0,,,1.0,98.0,,,91.0,28.0,13.0,,26.0,,,13.0,,2.0,,19.0,10.0,2.0,40.0,,,,34.0,95.0,3.0,,11.0,,,,,1.0,39.0,14.0,,4.0,6.0,,,,6.0,,,,1.0,2.0,4.0,8.0,,6.0,19.0,,84.0,,1.0,85.0,9.0,,,,,2.0,2.0,1.0,,14.0,,,,,6.0,3.0,,,53.0,,,3.0,,,,,144.0,,28.0,8.0,8.0,10.0,,5.0,43.0,,4.0,,5.0,,,149.0,77.0,,,,5.0,7.0,,28.0,30.0,,20.0,12.0,9.0,,78.0,4.0,30.0,,3.0,,,1.0,9.0,,15.0,,,3.0,2.0,4.0,,,,21.0,,58.0,1.0,11.0,159.0,59.0,,9.0,,,2.0,57.0,22.0,,4.0,,,1.0,,,8.0,10.0,,,10.0,6.0,,,,,10.0,2.0,,,,,5.0,,,,,30.0,,27.0,,,28.0,2.0,,,30.0,2.0,,2.0,,,47.0,,,1.0,,4.0,2.0,,4.0,3.0,37.0,,46.0,16.0,48.0,3.0,,,,8.0,7.0,,3.0,83.0,,,,1.0,,,,29.0,,,4.0,10.0,83.0,10.0,3.0,,29.0,17.0,,5.0,4.0,,,,,5.0,5.0,45.0,98.0,12.0,,,,,,92.0,6.0,75.0,,,,,12.0,2.0,18.0,,2.0,14.0,,,,6.0,,,6.0,,55.0,17.0,,48.0,3.0,13.0,12.0,,8.0,6.0,,2.0,,8.0,,4595.0
Hillingdon,,,5.0,8.0,,,3.0,1.0,,9.0,3.0,,,17.0,,49.0,10.0,,,5.0,,,,,,4.0,5.0,11.0,,,21.0,,2.0,,,,,,5.0,,,,,,,,,,,,,,7.0,15.0,33.0,11.0,6.0,,2.0,,,,,15.0,8.0,0.0,,,,4.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,3.0,10.0,3.0,9.0,,,,,3.0,6.0,,9.0,,7.0,,,11.0,,,,,10.0,,22.0,,6.0,,8.0,,,6.0,,,,7.0,,,,,,,9.0,24.0,,,,,,,,,22.0,,,,,,,2.0,14.0,,,,,,,,,,7.0,,22.0,,,20.0,,3.0,,,,2.0,2.0,,,4.0,21.0,,,,,,,,4.0,,,2.0,5.0,,,,29.0,3.0,8.0,4.0,2.0,,,2.0,10.0,,2.0,,,,,40.0,23.0,,,,,2.0,,8.0,8.0,,6.0,4.0,,,20.0,,,,3.0,,,,,1.0,6.0,1.0,,2.0,,8.0,3.0,2.0,,,,15.0,1.0,3.0,37.0,20.0,5.0,4.0,,,,14.0,6.0,2.0,,,,2.0,,,4.0,3.0,,2.0,,,4.0,,,,7.0,2.0,,,,,2.0,,7.0,,8.0,7.0,,9.0,,,,,,,9.0,,,2.0,,3.0,16.0,,,1.0,,,,,2.0,,11.0,,13.0,7.0,13.0,,,2.0,,2.0,,,,32.0,,,2.0,1.0,,5.0,,8.0,,,,4.0,19.0,,,,8.0,,,4.0,2.0,,,,,,85.0,14.0,27.0,5.0,,,,,,17.0,,20.0,2.0,,,2.0,15.0,,8.0,,,,10.0,1.0,,,,,2.0,,15.0,8.0,,14.0,3.0,,6.0,,3.0,3.0,,,,,,1335.0
Holborn,,,1.0,9.0,8.0,,0.0,0.0,,13.0,2.0,0.0,1.0,17.0,2.0,84.0,10.0,2.0,0.0,2.0,1.0,,,0.0,2.0,3.0,4.0,14.0,1.0,,35.0,5.0,0.0,0.0,,1.0,0.0,,3.0,,1.0,,,,0.0,0.0,,,3.0,,,,8.0,11.0,20.0,6.0,8.0,,0.0,,,0.0,2.0,116.0,23.0,0.0,,0.0,,1.0,0.0,1.0,,,1.0,1.0,,0.0,1.0,0.0,39.0,,,0.0,,,,,0.0,0.0,,,0.0,,,,1.0,1.0,0.0,5.0,1.0,1.0,1.0,,1.0,0.0,0.0,7.0,,7.0,0.0,,25.0,,,0.0,27.0,14.0,0.0,26.0,1.0,3.0,,5.0,,,3.0,,0.0,,5.0,1.0,0.0,22.0,,,0.0,10.0,43.0,0.0,,2.0,,,,,0.0,7.0,2.0,,1.0,1.0,,,0.0,1.0,,0.0,,0.0,0.0,0.0,1.0,,0.0,4.0,,21.0,1.0,0.0,,2.0,3.0,,,0.0,0.0,0.0,0.0,,5.0,0.0,,,,2.0,0.0,,2.0,4.0,,0.0,0.0,1.0,,1.0,,71.0,0.0,9.0,2.0,3.0,3.0,,1.0,42.0,,1.0,,1.0,,,51.0,29.0,,,0.0,1.0,1.0,,,10.0,,5.0,3.0,0.0,0.0,26.0,1.0,5.0,,0.0,,,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,5.0,0.0,15.0,0.0,3.0,83.0,14.0,1.0,2.0,,,0.0,41.0,6.0,0.0,1.0,,,0.0,,,1.0,2.0,,0.0,2.0,1.0,0.0,,0.0,7.0,1.0,0.0,0.0,,,,1.0,,0.0,0.0,0.0,40.0,,5.0,,,6.0,0.0,,,8.0,0.0,,0.0,,0.0,12.0,0.0,,0.0,,1.0,0.0,,1.0,0.0,14.0,,17.0,4.0,34.0,1.0,,0.0,,2.0,2.0,,0.0,15.0,,,0.0,0.0,,2.0,,12.0,,0.0,1.0,2.0,95.0,2.0,0.0,,11.0,1.0,,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,11.0,32.0,2.0,,,0.0,,,34.0,1.0,32.0,0.0,,,1.0,2.0,0.0,4.0,,0.0,3.0,3.0,0.0,,1.0,0.0,,1.0,,24.0,3.0,,13.0,1.0,2.0,2.0,0.0,1.0,1.0,,0.0,,0.0,,1655.0
Holland Park,,,3.0,6.0,6.0,,,,,8.0,2.0,1.0,1.0,22.0,3.0,44.0,8.0,3.0,0.0,,,,,0.0,3.0,3.0,4.0,11.0,2.0,,36.0,4.0,,1.0,,1.0,0.0,,4.0,,1.0,,,,0.0,0.0,,,2.0,,,,7.0,11.0,21.0,7.0,5.0,,0.0,,,,2.0,16.0,10.0,,,,,,,2.0,,,2.0,1.0,,0.0,1.0,1.0,7.0,,,0.0,,,,,0.0,1.0,,,0.0,,,,1.0,5.0,1.0,21.0,5.0,1.0,1.0,,3.0,,1.0,15.0,,6.0,0.0,,13.0,,,0.0,19.0,,0.0,18.0,1.0,4.0,,5.0,,,10.0,,0.0,,19.0,2.0,,9.0,,,,,34.0,1.0,,,,,,,0.0,24.0,2.0,,2.0,,,,1.0,2.0,,1.0,,,,,1.0,,1.0,33.0,,17.0,1.0,,24.0,,2.0,,,0.0,1.0,1.0,,,5.0,,,,,2.0,,,,4.0,,,,2.0,,,,28.0,1.0,13.0,,2.0,11.0,,,12.0,,1.0,,1.0,,,33.0,21.0,,,0.0,3.0,1.0,,,17.0,,9.0,3.0,,0.0,17.0,1.0,4.0,,1.0,,,0.0,6.0,,3.0,0.0,1.0,,1.0,1.0,0.0,0.0,,83.0,0.0,12.0,,3.0,56.0,43.0,,6.0,,,1.0,19.0,7.0,0.0,1.0,,,0.0,,,5.0,4.0,,0.0,18.0,,0.0,,0.0,6.0,4.0,,,,,,,,,0.0,,7.0,,5.0,,,99.0,,,,16.0,0.0,,,,,34.0,0.0,,0.0,,1.0,0.0,,2.0,1.0,10.0,,16.0,5.0,13.0,,,1.0,,2.0,2.0,,,18.0,,,0.0,,,3.0,,,,0.0,1.0,3.0,25.0,2.0,0.0,,7.0,1.0,,,1.0,0.0,0.0,0.0,,1.0,1.0,15.0,36.0,3.0,,,0.0,,,22.0,4.0,21.0,,,,2.0,3.0,1.0,16.0,,0.0,3.0,6.0,,,,0.0,,,,17.0,26.0,,11.0,1.0,9.0,5.0,,2.0,,,0.0,,1.0,,1534.0
Holloway Road,,,3.0,19.0,18.0,,1.0,0.0,,36.0,6.0,2.0,19.0,42.0,5.0,118.0,30.0,6.0,0.0,5.0,2.0,,,1.0,7.0,7.0,10.0,22.0,8.0,,48.0,8.0,1.0,3.0,,3.0,1.0,,7.0,,3.0,,,,0.0,1.0,,,77.0,,,,23.0,25.0,50.0,15.0,13.0,,1.0,,,,6.0,46.0,21.0,0.0,,,,2.0,,4.0,,,3.0,3.0,,1.0,3.0,1.0,17.0,,,,,,,,1.0,1.0,,,1.0,,,,2.0,5.0,1.0,10.0,2.0,3.0,3.0,,3.0,0.0,1.0,19.0,,13.0,0.0,,26.0,,,0.0,68.0,37.0,,73.0,3.0,8.0,,87.0,,,6.0,,1.0,,10.0,4.0,1.0,25.0,,,,28.0,54.0,1.0,,5.0,,,,,0.0,19.0,6.0,,2.0,3.0,,,1.0,3.0,,1.0,,1.0,1.0,2.0,3.0,,1.0,9.0,,94.0,,0.0,70.0,5.0,,,,0.0,1.0,1.0,0.0,,7.0,0.0,,,,3.0,1.0,,,11.0,,,1.0,4.0,,2.0,,156.0,1.0,15.0,5.0,4.0,5.0,,3.0,27.0,,3.0,,3.0,,,103.0,49.0,,,1.0,3.0,13.0,,,17.0,,14.0,7.0,,,55.0,2.0,14.0,,1.0,,,1.0,4.0,1.0,8.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,,11.0,1.0,42.0,1.0,6.0,95.0,38.0,2.0,4.0,,,1.0,36.0,11.0,0.0,2.0,,,1.0,,,4.0,5.0,,1.0,5.0,3.0,1.0,,0.0,11.0,4.0,1.0,,,,,3.0,,0.0,,0.0,28.0,,33.0,,,14.0,1.0,,,15.0,1.0,,1.0,,0.0,24.0,,,0.0,,2.0,1.0,,2.0,2.0,21.0,,26.0,10.0,33.0,1.0,,1.0,,5.0,3.0,,1.0,52.0,,,0.0,0.0,,7.0,,,,,2.0,5.0,52.0,11.0,1.0,,18.0,2.0,,2.0,5.0,1.0,,1.0,,3.0,2.0,23.0,52.0,10.0,,,1.0,,,60.0,4.0,44.0,1.0,,,2.0,6.0,,9.0,,,8.0,11.0,0.0,,3.0,0.0,,4.0,,32.0,8.0,,30.0,2.0,6.0,5.0,1.0,8.0,3.0,,1.0,,1.0,,3042.0
Homerton,,5.0,,,,,,,1.0,,,,,,,,,52.0,,,,,,,,,53.0,,,,,,,,,,,,,5.0,,7.0,8.0,5.0,,,2.0,,,36.0,,49.0,,117.0,,,,33.0,,,,,,,,,,,2.0,,,,,21.0,,,,,,,,,,,3.0,,,,,,,101.0,,16.0,,,,,,,,,,,,,,,7.0,,,,,,5.0,,,,,,,,15.0,,,5.0,,,,,,,,,,23.0,,,,,,19.0,266.0,,122.0,25.0,,,,27.0,,10.0,,,6.0,,,,,,,,,,,,3.0,343.0,,,,,,,3.0,,,,,35.0,,,,12.0,,,,11.0,14.0,,17.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,,,,9.0,11.0,,,,,,2.0,,,,,,3.0,,,,,,,,,,9.0,1.0,,,,,,,,,,,,16.0,7.0,,,,,,,,17.0,,,,5.0,,,,,,,,,74.0,65.0,,46.0,,78.0,9.0,,,6.0,,,,,,,,,,,4.0,,,,2.0,,,,,,,,,,6.0,5.0,993.0,,,,,11.0,,4.0,,,,,,,,,,,,3.0,,,,,,10.0,,,,,31.0,,,,,13.0,,,,,3.0,4.0,7.0,,,30.0,8.0,,,39.0,,,,,,,,,,7.0,144.0,,22.0,,,,,4.0,,,,,3502.0
Honor Oak Park,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,16.0,,27.0,,319.0,,,,11.0,,,,,,,,,,,,,,,16.0,34.0,,,,,,,,,,,22.0,,,,,,17.0,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,15.0,,,,,,24.0,20.0,,13.0,17.0,,,,18.0,,,,,,,,,,,,,,,,,,136.0,,,,,,17.0,,,,,,29.0,,,,15.0,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,14.0,,,,,,,,,,21.0,11.0,,,,,,,,,,,,,19.0,,,,,,,,,,,,12.0,,,,,,,,,,110.0,,51.0,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,37.0,32.0,,,,,,,,,,,,,,185.0,,,,,,,,,,,,1749.0
Hornchurch,,,,,14.0,,,,,12.0,,,,17.0,5.0,76.0,14.0,30.0,,,,,,6.0,4.0,6.0,10.0,16.0,,,23.0,6.0,,,,4.0,,,7.0,,5.0,,,,,,,,3.0,,,,9.0,28.0,71.0,30.0,9.0,,,,,,,20.0,,,,,,2.0,,3.0,,,,3.0,,,3.0,2.0,,,,,,,,,13.0,14.0,,,2.0,,,,,5.0,,8.0,2.0,2.0,9.0,,3.0,,,9.0,,10.0,17.0,,14.0,,,,20.0,11.0,,31.0,,5.0,,10.0,,,5.0,,,,7.0,,,9.0,,,,10.0,28.0,,,5.0,,,,,,16.0,,,,,,,,,,,,,,2.0,,,,7.0,,,,,26.0,,3.0,,,,1.0,,,,4.0,,,,,3.0,,,,5.0,,,1.0,3.0,,,,35.0,,9.0,,3.0,3.0,,2.0,12.0,,,,5.0,,,65.0,35.0,,,,,,,13.0,9.0,,6.0,9.0,,,32.0,,5.0,,,,,,4.0,,13.0,,,,,2.0,,,,7.0,,22.0,,5.0,41.0,20.0,,4.0,,,,17.0,8.0,,4.0,,,,,,3.0,3.0,,,3.0,,,,,5.0,5.0,,,,,,,,,,,8.0,,,,,11.0,,,,11.0,2.0,,,,,16.0,,,,,,2.0,,2.0,,15.0,,17.0,6.0,19.0,,,,,5.0,,,,80.0,,,,,,4.0,,11.0,,,,6.0,22.0,7.0,,,14.0,,,2.0,,30.0,39.0,4.0,,7.0,,17.0,32.0,,,,1.0,,,20.0,,27.0,,,,,6.0,,7.0,,,15.0,,,,2.0,,,,,19.0,7.0,,27.0,,,6.0,,4.0,3.0,,2.0,,,,1702.0
Hounslow Central,,,14.0,11.0,11.0,,4.0,,,12.0,4.0,1.0,1.0,23.0,,71.0,13.0,7.0,,10.0,2.0,,,,4.0,6.0,7.0,16.0,4.0,,30.0,,14.0,1.0,,2.0,,,8.0,,,,,,,1.0,,,4.0,,,,10.0,23.0,46.0,15.0,8.0,,,,,,3.0,22.0,13.0,,,,,9.0,,4.0,,,,,,1.0,3.0,,9.0,,,,,,,,1.0,1.0,,,,,,,2.0,20.0,6.0,17.0,5.0,2.0,3.0,,5.0,1.0,1.0,14.0,,11.0,0.0,,17.0,,,,23.0,14.0,0.0,29.0,3.0,7.0,,9.0,,,11.0,,1.0,,14.0,3.0,2.0,11.0,,,,12.0,39.0,3.0,,17.0,,,,,1.0,46.0,4.0,,,,,,,6.0,,17.0,,8.0,7.0,18.0,3.0,,1.0,14.0,,28.0,2.0,1.0,30.0,6.0,3.0,,,1.0,,82.0,22.0,,6.0,1.0,,,,3.0,,,7.0,6.0,,,4.0,4.0,,2.0,,38.0,2.0,15.0,7.0,3.0,,,4.0,16.0,,2.0,,3.0,,,56.0,35.0,,,,3.0,3.0,,12.0,12.0,,9.0,6.0,1.0,,28.0,2.0,6.0,,2.0,,,1.0,10.0,3.0,8.0,,,11.0,,4.0,,1.0,,13.0,1.0,19.0,23.0,5.0,54.0,33.0,8.0,8.0,,,2.0,22.0,11.0,,2.0,,,,,,7.0,,,1.0,,9.0,2.0,,,7.0,14.0,,,,,,3.0,,1.0,,1.0,9.0,,11.0,,,20.0,2.0,,,17.0,,,8.0,,2.0,30.0,,,,,,,,4.0,1.0,16.0,,22.0,8.0,19.0,5.0,,2.0,,3.0,4.0,,,41.0,,,1.0,1.0,,5.0,,12.0,,,2.0,6.0,27.0,5.0,1.0,,12.0,1.0,,8.0,2.0,,,,,3.0,6.0,24.0,46.0,6.0,,,,,,25.0,,32.0,2.0,,,3.0,8.0,3.0,15.0,,,7.0,11.0,,,5.0,,,5.0,,24.0,,,20.0,2.0,,10.0,2.0,3.0,6.0,,1.0,,1.0,,2210.0
